seg_index,lat_center,lon_center,lat_inner,lon_inner,lat_outer,lon_outer
478,-8.90095066,116.3089979,-8.900968689,116.3090598,-8.90093263,116.3089361
479,-8.900916393,116.3090071,-8.900931673,116.3090697,-8.900901113,116.3089445
480,-8.900881525,116.3090148,-8.900893976,116.309078,-8.900869073,116.3089516
481,-8.900846089,116.3090209,-8.90085556,116.3090846,-8.900836617,116.3089572
482,-8.900810038,116.3090254,-8.900816696,116.3090895,-8.90080338,116.3089614
483,-8.900773418,116.3090285,-8.900777631,116.3090928,-8.900769205,116.3089643
484,-8.900736409,116.3090303,-8.900738333,116.3090947,-8.900734486,116.3089659
485,-8.900698943,116.3090309,-8.900699158,116.3090953,-8.900698729,116.3089665
486,-8.900660916,116.3090307,-8.900659915,116.3090951,-8.900661916,116.3089663
487,-8.900622401,116.3090298,-8.900620403,116.3090942,-8.900624398,116.3089654
488,-8.900583358,116.3090284,-8.900580845,116.3090928,-8.900585872,116.308964
489,-8.900543871,116.3090267,-8.900540777,116.309091,-8.900546966,116.3089624
490,-8.900503943,116.3090247,-8.900500777,116.3090891,-8.900507109,116.3089604
491,-8.900463377,116.3090227,-8.900460083,116.309087,-8.900466671,116.3089584
492,-8.900422393,116.3090206,-8.900419118,116.3090849,-8.900425668,116.3089563
493,-8.900381518,116.3090185,-8.900378194,116.3090828,-8.900384843,116.3089542
494,-8.900341001,116.3090165,-8.900337915,116.3090808,-8.900344086,116.3089522
495,-8.900300739,116.3090147,-8.900297917,116.309079,-8.900303561,116.3089503
496,-8.900260514,116.309013,-8.900258067,116.3090774,-8.900262961,116.3089486
497,-8.900220239,116.3090115,-8.900217946,116.3090759,-8.900222532,116.3089472
498,-8.900180132,116.3090101,-8.9001779,116.3090745,-8.900182364,116.3089457
499,-8.90014056,116.3090088,-8.90013842,116.3090732,-8.9001427,116.3089444
500,-8.900101696,116.3090075,-8.900099695,116.3090719,-8.900103697,116.3089431
501,-8.900063388,116.3090064,-8.900061679,116.3090708,-8.900065097,116.308942
502,-8.900025438,116.3090054,-8.900023854,116.3090698,-8.900027023,116.3089411
503,-8.8999879,116.3090046,-8.899986458,116.309069,-8.899989341,116.3089402
504,-8.899950803,116.3090037,-8.899949347,116.3090681,-8.899952258,116.3089393
505,-8.899914017,116.3090029,-8.899912408,116.3090672,-8.899915625,116.3089385
506,-8.899877553,116.3090019,-8.89987587,116.3090663,-8.899879237,116.3089375
507,-8.899841408,116.3090009,-8.899839583,116.3090653,-8.899843233,116.3089365
508,-8.899805665,116.3089999,-8.899803914,116.3090643,-8.899807415,116.3089356
509,-8.899770325,116.308999,-8.899768554,116.3090634,-8.899772096,116.3089346
510,-8.899735287,116.308998,-8.899733427,116.3090624,-8.899737148,116.3089336
511,-8.89970064,116.3089969,-8.899698591,116.3090613,-8.899702688,116.3089326
512,-8.899666287,116.3089959,-8.899664287,116.3090602,-8.899668287,116.3089315
513,-8.899632095,116.3089949,-8.899630495,116.3090593,-8.899633695,116.3089305
514,-8.899598065,116.3089942,-8.899597188,116.3090587,-8.899598941,116.3089298
515,-8.899563663,116.3089939,-8.899563273,116.3090583,-8.899564053,116.3089295
516,-8.899528534,116.3089939,-8.899528717,116.3090583,-8.899528351,116.3089294
517,-8.899492768,116.308994,-8.899492983,116.3090584,-8.899492553,116.3089296
518,-8.899455985,116.3089939,-8.899455518,116.3090583,-8.899456452,116.3089295
519,-8.899418151,116.3089934,-8.899416788,116.3090578,-8.899419515,116.308929
520,-8.899379653,116.3089923,-8.899377516,116.3090567,-8.899381791,116.3089279
521,-8.899340707,116.3089906,-8.899337177,116.3090549,-8.899344238,116.3089263
522,-8.899301617,116.3089879,-8.899296401,116.3090521,-8.899306834,116.3089237
523,-8.899262577,116.308984,-8.899254931,116.309048,-8.899270222,116.30892
524,-8.899223702,116.3089783,-8.899212553,116.3090417,-8.899234852,116.3089148
525,-8.899184882,116.3089703,-8.899170151,116.309033,-8.899199613,116.3089076
526,-8.899145897,116.3089601,-8.899128083,116.309022,-8.899163711,116.3088982
527,-8.899107008,116.3089475,-8.899085173,116.3090081,-8.899128844,116.3088869
528,-8.899068265,116.3089322,-8.899042763,116.3089913,-8.899093766,116.308873
529,-8.899029603,116.308914,-8.899000354,116.3089714,-8.899058851,116.3088566
530,-8.898991068,116.3088929,-8.89895847,116.3089484,-8.899023666,116.3088373
531,-8.898952804,116.3088689,-8.898917157,116.3089226,-8.89898845,116.3088153
532,-8.898915007,116.3088422,-8.898876368,116.3088938,-8.898953646,116.3087907
533,-8.898877616,116.3088128,-8.898836614,116.3088625,-8.898918618,116.3087631
534,-8.898840382,116.3087807,-8.898797387,116.3088287,-8.898883377,116.3087328
535,-8.898803285,116.3087461,-8.898758414,116.3087923,-8.898848155,116.3086999
536,-8.898766617,116.3087091,-8.898719976,116.3087535,-8.898813258,116.3086646
537,-8.898730406,116.3086698,-8.89868234,116.3087127,-8.898778471,116.3086269
538,-8.89869453,116.3086284,-8.898645327,116.30867,-8.898743733,116.3085869
539,-8.898659152,116.3085855,-8.898608924,116.3086258,-8.898709379,116.3085452
540,-8.898624576,116.3085414,-8.898573479,116.3085807,-8.898675672,116.3085022
541,-8.898590879,116.3084969,-8.89853923,116.3085354,-8.898642529,116.3084584
542,-8.898557793,116.3084521,-8.898505821,116.3084902,-8.898609765,116.3084141
543,-8.89852442,116.3084073,-8.898473103,116.3084463,-8.898575737,116.3083684
544,-8.898490394,116.3083629,-8.898439433,116.3084023,-8.898541355,116.3083235
545,-8.898455626,116.3083188,-8.898405428,116.3083592,-8.898505825,116.3082785
546,-8.89841989,116.3082751,-8.898370342,116.3083163,-8.898469438,116.3082339
547,-8.898383469,116.3082318,-8.898334414,116.3082735,-8.898432524,116.30819
548,-8.898346541,116.308189,-8.898298069,116.3082314,-8.898395013,116.3081466
549,-8.89830965,116.3081473,-8.898261624,116.3081902,-8.898357676,116.3081043
550,-8.89827281,116.3081068,-8.898225602,116.3081507,-8.898320018,116.308063
551,-8.898235857,116.3080673,-8.898188991,116.3081115,-8.898282722,116.3080231
552,-8.898199072,116.3080286,-8.898152484,116.308073,-8.898245659,116.3079841
553,-8.898162544,116.3079902,-8.898115883,116.3080347,-8.898209205,116.3079458
554,-8.898126287,116.3079522,-8.898079716,116.3079967,-8.898172857,116.3079077
555,-8.898089825,116.3079149,-8.89804428,116.3079605,-8.898135369,116.3078694
556,-8.898052681,116.3078786,-8.898008155,116.3079251,-8.898097207,116.307832
557,-8.898014821,116.307843,-8.897971101,116.3078903,-8.898058542,116.3077957
558,-8.897976258,116.3078086,-8.897934242,116.3078574,-8.898018273,116.3077598
559,-8.897937181,116.3077761,-8.897896861,116.3078263,-8.897977501,116.3077259
560,-8.897897573,116.3077459,-8.897859761,116.307798,-8.897935385,116.3076937
561,-8.897857478,116.3077184,-8.897822523,116.3077725,-8.897892433,116.3076643
562,-8.897816993,116.3076938,-8.897785088,116.3077497,-8.897848897,116.3076378
563,-8.897776169,116.307672,-8.897747523,116.3077297,-8.897804814,116.3076143
564,-8.89773539,116.307653,-8.897709785,116.3077122,-8.897760995,116.3075939
565,-8.89769469,116.3076369,-8.897672941,116.3076976,-8.89771644,116.3075763
566,-8.897653745,116.3076238,-8.897636306,116.3076858,-8.897671183,116.3075618
567,-8.89761225,116.3076138,-8.897599525,116.307677,-8.897624974,116.3075507
568,-8.897570344,116.3076068,-8.897561697,116.3076706,-8.897578991,116.3075429
569,-8.897528374,116.3076028,-8.897524869,116.3076671,-8.897531878,116.3075385
570,-8.897486538,116.3076022,-8.897488162,116.3076666,-8.897484915,116.3075378
571,-8.897444904,116.3076047,-8.897451152,116.3076688,-8.897438655,116.3075406
572,-8.897403421,116.3076104,-8.897414571,116.3076738,-8.897392272,116.3075469
573,-8.897362183,116.3076195,-8.897378827,116.3076817,-8.89734554,116.3075573
574,-8.897322034,116.3076322,-8.897344082,116.3076927,-8.897299986,116.3075716
575,-8.897283526,116.3076484,-8.897311529,116.3077064,-8.897255523,116.3075904
576,-8.897246888,116.3076686,-8.897280855,116.3077233,-8.897212921,116.3076138
577,-8.897212739,116.3076927,-8.897252923,116.307743,-8.897172554,116.3076423
578,-8.897181531,116.3077209,-8.897227554,116.3077659,-8.897135508,116.3076758
579,-8.897153494,116.3077531,-8.897204398,116.3077925,-8.897102589,116.3077136
580,-8.897128135,116.307789,-8.897182328,116.3078238,-8.897073943,116.3077542
581,-8.897105556,116.3078284,-8.897162974,116.3078576,-8.897048138,116.3077992
582,-8.897086017,116.307871,-8.897145554,116.3078956,-8.897026479,116.3078464
583,-8.897068921,116.3079162,-8.897129815,116.3079372,-8.897008027,116.3078952
584,-8.89705357,116.3079636,-8.897115197,116.3079823,-8.896991943,116.3079448
585,-8.897039094,116.3080127,-8.897101029,116.3080304,-8.89697716,116.307995
586,-8.897024911,116.3080628,-8.897086938,116.3080802,-8.896962884,116.3080454
587,-8.897010641,116.3081134,-8.897072613,116.308131,-8.896948669,116.3080959
588,-8.896995836,116.3081644,-8.897057584,116.3081828,-8.896934088,116.3081461
589,-8.896979958,116.308215,-8.897041112,116.3082353,-8.896918804,116.3081948
590,-8.896962456,116.3082642,-8.897022642,116.3082872,-8.896902271,116.3082413
591,-8.896943046,116.3083115,-8.89700197,116.3083375,-8.896884122,116.3082855
592,-8.896921249,116.3083561,-8.896977937,116.3083867,-8.896864561,116.3083255
593,-8.896896591,116.3083973,-8.896950327,116.3084328,-8.896842855,116.3083618
594,-8.896868622,116.3084348,-8.8969179,116.3084763,-8.896819344,116.3083933
595,-8.896836438,116.3084682,-8.896879769,116.3085159,-8.896793106,116.3084205
596,-8.896799733,116.3084974,-8.896836529,116.3085503,-8.896762938,116.3084446
597,-8.896758431,116.3085222,-8.896787892,116.3085795,-8.89672897,116.3084649
598,-8.896712487,116.3085423,-8.896734623,116.3086028,-8.896690351,116.3084818
599,-8.896662368,116.3085581,-8.896679107,116.3086203,-8.896645629,116.3084959
600,-8.89660877,116.3085702,-8.896620412,116.3086335,-8.896597128,116.3085068
601,-8.896552368,116.3085784,-8.896559445,116.3086424,-8.896545292,116.3085144
602,-8.896493363,116.3085835,-8.896497426,116.3086478,-8.8964893,116.3085192
603,-8.896432144,116.3085861,-8.896433588,116.3086505,-8.896430699,116.3085217
604,-8.896369003,116.3085865,-8.896368494,116.308651,-8.896369513,116.3085221
605,-8.896303833,116.3085854,-8.896302095,116.3086498,-8.896305571,116.308521
606,-8.896237571,116.308583,-8.896234599,116.3086473,-8.896240542,116.3085186
607,-8.896171044,116.3085797,-8.896167622,116.308644,-8.896174466,116.3085153
608,-8.896104452,116.3085761,-8.896101035,116.3086404,-8.89610787,116.3085118
609,-8.896038168,116.3085729,-8.896035365,116.3086373,-8.896040971,116.3085086
610,-8.895972063,116.3085704,-8.895970017,116.3086348,-8.895974109,116.308506
611,-8.895906544,116.3085685,-8.895904786,116.3086329,-8.895908302,116.3085041
612,-8.895841824,116.3085671,-8.895840771,116.3086315,-8.895842876,116.3085027
613,-8.895777434,116.3085662,-8.895776716,116.3086306,-8.895778152,116.3085018
614,-8.895713297,116.3085656,-8.895712726,116.30863,-8.895713867,116.3085011
615,-8.89564929,116.3085652,-8.895649184,116.3086296,-8.895649396,116.3085008
616,-8.895585273,116.3085652,-8.895585434,116.3086297,-8.895585113,116.3085008
617,-8.895521394,116.3085654,-8.895521538,116.3086298,-8.895521251,116.308501
618,-8.895457642,116.3085653,-8.895457401,116.3086298,-8.895457883,116.3085009
619,-8.895393816,116.3085648,-8.895393026,116.3086292,-8.895394605,116.3085004
620,-8.895330131,116.3085638,-8.895328823,116.3086282,-8.895331439,116.3084994
621,-8.895266785,116.3085623,-8.89526503,116.3086267,-8.895268539,116.3084979
622,-8.895204026,116.3085601,-8.895201293,116.3086245,-8.895206759,116.3084958
623,-8.895142225,116.3085569,-8.895138194,116.3086212,-8.895146257,116.3084926
624,-8.895081239,116.3085523,-8.895075713,116.3086165,-8.895086766,116.3084882
625,-8.89502097,116.3085463,-8.895013574,116.3086102,-8.895028365,116.3084823
626,-8.894962013,116.3085377,-8.894950794,116.3086011,-8.894973232,116.3084742
627,-8.89490486,116.3085258,-8.89488989,116.3085885,-8.89491983,116.3084632
628,-8.894850066,116.3085109,-8.894831067,116.3085724,-8.894869066,116.3084493
629,-8.89479852,116.308493,-8.894775277,116.3085531,-8.894821763,116.3084329
630,-8.894750619,116.3084721,-8.894722321,116.30853,-8.894778916,116.3084142
631,-8.894706395,116.3084479,-8.894672821,116.3085029,-8.894739968,116.3083929
632,-8.894665861,116.3084204,-8.894627046,116.3084718,-8.894704676,116.308369
633,-8.894629336,116.3083895,-8.894585021,116.3084362,-8.894673651,116.3083427
634,-8.894597044,116.3083555,-8.89454811,116.3083974,-8.894645978,116.3083136
635,-8.894569126,116.3083187,-8.894515587,116.3083545,-8.894622664,116.3082829
636,-8.8945462,116.3082792,-8.894488495,116.3083078,-8.894603905,116.3082506
637,-8.894528248,116.3082371,-8.894467672,116.308259,-8.894588824,116.3082152
638,-8.894514997,116.3081926,-8.894452321,116.3082075,-8.894577673,116.3081778
639,-8.894506426,116.308146,-8.894442569,116.3081544,-8.894570283,116.3081375
640,-8.894502105,116.3080969,-8.894437759,116.3080999,-8.894566451,116.3080939
641,-8.894501725,116.3080455,-8.89443734,116.3080436,-8.894566111,116.3080475
642,-8.894504841,116.3079925,-8.894440666,116.3079869,-8.894569016,116.307998
643,-8.894511241,116.3079377,-8.894447505,116.3079284,-8.894574977,116.307947
644,-8.894520775,116.3078815,-8.894457526,116.3078693,-8.894584024,116.3078937
645,-8.894532846,116.3078248,-8.894470101,116.3078102,-8.89459559,116.3078393
646,-8.894546868,116.3077678,-8.89448453,116.3077516,-8.894609205,116.307784
647,-8.894562389,116.3077109,-8.894500436,116.3076932,-8.894624341,116.3077285
648,-8.894578893,116.307654,-8.894517131,116.3076357,-8.894640655,116.3076723
649,-8.894595985,116.3075977,-8.894534472,116.3075786,-8.894657498,116.3076168
650,-8.894613586,116.3075419,-8.894552232,116.3075222,-8.894674941,116.3075615
651,-8.894631459,116.3074865,-8.894570206,116.3074665,-8.894692711,116.3075064
652,-8.894649345,116.3074316,-8.894588123,116.3074116,-8.894710567,116.3074517
653,-8.894666694,116.3073771,-8.894605145,116.3073581,-8.894728242,116.3073961
654,-8.894683253,116.3073221,-8.894621459,116.307304,-8.894745046,116.3073403
655,-8.894699394,116.3072665,-8.894637469,116.3072488,-8.894761319,116.3072843
656,-8.894715403,116.3072101,-8.89465339,116.3071927,-8.894777416,116.3072275
657,-8.894731346,116.3071533,-8.894669315,116.3071359,-8.894793377,116.3071706
658,-8.894747103,116.3070966,-8.894685009,116.3070794,-8.894809198,116.3071137
659,-8.894762715,116.3070399,-8.894700609,116.3070228,-8.894824821,116.307057
660,-8.894778186,116.3069834,-8.894716031,116.3069664,-8.89484034,116.3070003
661,-8.894793419,116.3069273,-8.894731247,116.3069104,-8.894855591,116.3069441
662,-8.894808498,116.3068714,-8.894746301,116.3068547,-8.894870695,116.3068882
663,-8.894823575,116.3068155,-8.894761383,116.3067987,-8.894885767,116.3068323
664,-8.894838635,116.3067598,-8.894776455,116.3067429,-8.894900814,116.3067766
665,-8.89485367,116.306704,-8.894791466,116.3066873,-8.894915874,116.3067208
666,-8.894868784,116.306648,-8.8948066,116.3066312,-8.894930968,116.3066648
667,-8.894884204,116.3065913,-8.894822085,116.3065743,-8.894946323,116.3066084
668,-8.894899997,116.3065337,-8.894837866,116.3065167,-8.894962128,116.3065507
669,-8.894915969,116.3064751,-8.894853813,116.3064582,-8.894978125,116.306492
670,-8.894932259,116.3064158,-8.894870175,116.3063986,-8.894994343,116.3064329
671,-8.894948935,116.3063554,-8.894886838,116.3063382,-8.895011032,116.3063725
672,-8.89496588,116.3062942,-8.894903819,116.3062769,-8.895027941,116.3063114
673,-8.894983194,116.3062324,-8.894921203,116.3062149,-8.895045184,116.3062499
674,-8.895000683,116.3061703,-8.894938668,116.3061528,-8.895062699,116.3061877
675,-8.895018107,116.3061083,-8.894956104,116.3060908,-8.89508011,116.3061258
676,-8.895035561,116.3060463,-8.894973558,116.3060289,-8.895097564,116.3060638
677,-8.895053104,116.3059841,-8.89499111,116.3059666,-8.895115098,116.3060016
678,-8.895070682,116.3059215,-8.895008645,116.3059041,-8.895132718,116.3059388
679,-8.895088135,116.3058587,-8.895026047,116.3058415,-8.895150222,116.3058758
680,-8.895105415,116.3057958,-8.895043281,116.3057788,-8.895167549,116.3058128
681,-8.895122551,116.3057332,-8.895060419,116.3057162,-8.895184683,116.3057501
682,-8.895139553,116.3056706,-8.89507737,116.3056538,-8.895201736,116.3056874
683,-8.895156369,116.3056077,-8.895094086,116.3055912,-8.895218652,116.3056241
684,-8.895173034,116.3055446,-8.895110758,116.3055281,-8.89523531,116.305561
685,-8.895189537,116.3054818,-8.895127222,116.3054655,-8.895251853,116.3054981
686,-8.895205876,116.3054193,-8.895143556,116.3054031,-8.895268197,116.3054356
687,-8.895222029,116.305357,-8.895159644,116.305341,-8.895284414,116.3053731
688,-8.895237911,116.3052952,-8.89517552,116.3052792,-8.895300302,116.3053112
689,-8.895253673,116.3052338,-8.895191271,116.3052178,-8.895316074,116.3052497
690,-8.895269452,116.3051723,-8.895207071,116.3051562,-8.895331832,116.3051884
691,-8.895285164,116.3051108,-8.895222731,116.305095,-8.895347597,116.3051267
692,-8.89530098,116.3050492,-8.895238622,116.305033,-8.895363339,116.3050653
693,-8.895317127,116.3049868,-8.895254764,116.3049706,-8.89537949,116.3050029
694,-8.895333441,116.3049237,-8.895271086,116.3049076,-8.895395797,116.3049399
695,-8.89535008,116.3048601,-8.895287792,116.3048436,-8.895412368,116.3048765
696,-8.895367012,116.3047959,-8.895304739,116.3047795,-8.895429285,116.3048124
697,-8.895384424,116.3047307,-8.895322221,116.3047139,-8.895446627,116.3047474
698,-8.8954025,116.3046635,-8.895340299,116.3046467,-8.8954647,116.3046802
699,-8.895420697,116.3045959,-8.895358494,116.3045791,-8.8954829,116.3046126
700,-8.895438856,116.3045286,-8.895376678,116.3045117,-8.895501034,116.3045454
701,-8.895456881,116.3044614,-8.895394629,116.3044448,-8.895519132,116.3044779
702,-8.895475223,116.3043934,-8.895413095,116.3043764,-8.895537351,116.3044104
703,-8.895494068,116.3043246,-8.895431943,116.3043076,-8.895556192,116.3043416
704,-8.895512909,116.3042558,-8.895450784,116.3042388,-8.895575034,116.3042728
705,-8.895531696,116.3041872,-8.895469566,116.3041702,-8.895593826,116.3042042
706,-8.895550376,116.3041189,-8.895488237,116.3041019,-8.895612515,116.3041359
707,-8.895568898,116.304051,-8.895506746,116.304034,-8.89563105,116.3040679
708,-8.895587211,116.3039836,-8.895525041,116.3039667,-8.895649381,116.3040004
709,-8.895605262,116.3039168,-8.89554307,116.3039,-8.895667454,116.3039336
710,-8.895623,116.3038508,-8.895560781,116.3038341,-8.89568522,116.3038675
711,-8.895640374,116.3037857,-8.895578123,116.3037692,-8.895702626,116.3038023
712,-8.895657332,116.3037217,-8.895595043,116.3037052,-8.895719621,116.3037381
713,-8.895673822,116.3036587,-8.895611489,116.3036425,-8.895736155,116.303675
714,-8.895689793,116.3035971,-8.89562741,116.303581,-8.895752175,116.3036131
715,-8.895705192,116.3035368,-8.895642753,116.3035209,-8.895767631,116.3035526
716,-8.895747665,116.3033993,-8.895684762,116.3033854,-8.895810568,116.3034131
